Hour,Best_Action,total_reward,Best_Bill,FG,TG
3408,0.0014210526315788577,-495.87579772529864,-495.86928256038635,0.5922877192982455,0.0
3409,4.999999999999999,-498.6151592720796,-498.56067635541297,5.448291666666666,0.0
3410,0.0,-498.6151592720796,-498.61055980541295,0.4181333333333333,0.0
3411,0.0,-498.6151592720796,-498.6098529637463,0.4823916666666666,0.0
3412,4.999999999999997,-498.6151592720796,-498.5714694054129,5.461233333333331,0.0
3413,4.217631578947371,-498.6151592720796,-498.56481229137785,4.576998245614037,0.0
3414,0.0,-498.6151592720796,-498.6093615637463,0.3410416666666666,0.0
3415,0.0028421052631587506,-498.6151592720796,-498.60915526506204,0.37525043859649204,0.0
3416,-0.7949333333333336,-498.6151592720796,-498.6389378118925,-0.0,0.1188926990643742
3417,0.802056325023086,-498.6151592720796,-498.56339097556963,2.4651569766654546,0.0
3418,-1.9492416666666663,-498.6151592720796,-498.7316506789912,-0.0,0.5824570345578919
3419,-1.706225,-498.6151592720796,-498.8722292157553,-0.0,1.2853497183782605
3420,-1.667775,-498.6151592720796,-498.83711228105835,-0.0,1.109765044893606
3421,-0.8662333333333334,-498.6151592720796,-499.1656816750382,-0.0,2.7526120147929176
3422,-0.6958,-498.6151592720796,-498.8280969505198,-0.0,1.0646883922008883
3423,-0.5226,-498.6151592720796,-499.0497107846049,-0.0,2.172757562626309
3424,-0.6495416666666666,-498.6151592720796,-498.89709063100537,-0.0,1.4096567946288838
3425,-0.52675,-498.6151592720796,-498.700777053943,-0.0,0.4280889093169991
3426,-0.8434083333333334,-498.6151592720796,-498.7079332496242,-0.0,0.4638698877229389
3427,-1.7383333333333335,-498.6151592720796,-498.6471637933062,-0.0,0.16002260613292418
3428,-1.5713416666666666,-498.6151592720796,-498.6151592720796,0.0,0.0
3429,0.0014210526315789475,-498.6151592720796,-498.59749091506205,1.3591043859649123,0.0
3430,0.0014210526315789475,-498.6151592720796,-498.60373047822,1.1428793859649125,0.0
3431,5.0,-498.6151592720796,-498.6267569720796,5.79885,0.0
3432,5.0,-498.6151592720796,-498.6207123220796,5.55305,0.0
3433,5.000000000000002,-500.6908494531697,-500.72936905316965,5.5028000000000015,0.0
3434,4.21478947368421,-500.6908494531697,-500.67706760974863,4.5939478070175435,0.0
3435,0.0014210526315793753,-500.6908494531697,-500.68279407027495,0.47384605263157936,0.0
3436,0.001421052631579375,-500.6908494531697,-500.67891407729246,0.5189293859649127,0.0
3437,0.0,-500.6908494531697,-500.6821048531697,0.36435833333333323,0.0
3438,0.0028421052631587506,-500.6908494531697,-500.6821062426434,0.364300438596492,0.0
3439,0.0,-500.6908494531697,-500.680820386503,0.3857333333333333,0.0
3440,-0.6393416666666666,-500.6908494531697,-500.7903874254921,0.0,0.4976898616121917
3441,-0.5247166666666665,-500.6908494531697,-501.0009098622287,-0.0,1.5503020452951963
3442,-0.5560333333333334,-500.6908494531697,-500.8334895893542,-0.0,0.7132006809226769
3443,-1.5695416666666662,-500.6908494531697,-500.9118299345277,-0.0,1.1049024067902535
3444,-2.37745,-500.6908494531697,-501.13562483480393,0.0,2.2238769081712726
3445,1.3477165281625128,-500.6908494531697,-500.63024305102454,2.3310154671212797,0.0
3446,-2.125458333333333,-500.6908494531697,-501.2632347845043,-0.0,2.8619266566729937
3447,-1.8648,-500.6908494531697,-501.21620779462853,-0.0,2.6267917072943776
3448,-0.9860416666666665,-500.6908494531697,-501.1277971369973,-0.0,2.1847384191380725
3449,-1.218575,-500.6908494531697,-501.0220920981315,-0.0,1.6562132248092254
